Thoigian,Linh_vuc,Chuyen_muc,Dia_diem,Muc_do,Nguon_tin,Tin_bai,Link_tin_bai,Tom_tat_noi_dung
5/12/2023,môi trường,"kiến nghị, xử lý",Bình Định ,4,Dân Việ,Bình Định ra 'tối hậu thư' buộc cảng Quy Nhơn và Phú Gia Riverside xử lý vụ 'dân khốn đốn vì bùn bủa vây'.,https://danviet.vn/binh-dinh-ra-toi-hau-thu-buoc-cang-quy-nhon-va-phu-gia-riverside-xu-ly-vu-dan-khon-don-vi-bun-20231204225730852.htm,"tỉnh Bình Định đã ra ""tối hậu thư"", yêu cầu Công ty Cổ phần Cảng Quy Nhơn và Công ty TNHH Phú Gia Riverside, khẩn trương khắc phục, nạo vét toàn bộ bùn bồi lắng. "
5/12/2023,môi trường,"kiến nghị, xử lý",Bình Định ,4,"Tuổi trẻ, Sài Gòn Giải phóng",2 doanh nghiệp phải nhanh chóng khắc phục ,https://tuoitre.vn/song-chet-vi-bun-dat-2-doanh-nghiep-phai-nhanh-chong-khac-phuc-20231204204432458.htm,"tỉnh Bình Định đã ra ""tối hậu thư"", yêu cầu Công ty Cổ phần Cảng Quy Nhơn và Công ty TNHH Phú Gia Riverside, khẩn trương khắc phục, nạo vét toàn bộ bùn bồi lắng. "
5/12/2023,môi trường,"thực trạng, sai phạm",Bình Định ,2,Pháp luật TP.HCM,"Bùn thải tràn ra khắp nơi, người dân thiệt hại nặng",https://plo.vn/binh-dinh-bun-thai-tran-ra-khap-noi-nguoi-dan-thiet-hai-nang-post764673.html,"tỉnh Bình Định đã ra ""tối hậu thư"", yêu cầu Công ty Cổ phần Cảng Quy Nhơn và Công ty TNHH Phú Gia Riverside, khẩn trương khắc phục, nạo vét toàn bộ bùn bồi lắng. "
5/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Gia Lai,2,VietNamPlus ,"Gia Lai: Lợi dụng việc cải tạo ruộng để ngang nhiên khai thác đất, đá.",https://www.vietnamplus.vn/gia-lai-loi-dung-viec-cai-tao-ruong-de-ngang-nhien-khai-thac-dat-da-post911535.vnp,"tình trạng khai thác đất, đá chẻ tại địa phận giáp ranh giữa thị trấn Phú Hòa và xã Hòa Phú (huyện Chư Păh, tỉnh Gia Lai) diễn ra công khai trong thời gian dài "
5/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Thanh Hóa,2,Xây dựng,Lang Chánh (Thanh Hóa): Nhiều tảng đá “vô chủ” tại bản Năng Cát. ,https://baoxaydung.com.vn/lang-chanh-thanh-hoa-nhieu-tang-da-vo-chu-tai-ban-nang-cat-365786.html,"nhiều tảng đá vẫn được di dời ra vị trí mới là hiện trạng tại bản Năng Cát, xã Trí Nang, huyện Lang Chánh"
5/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Phú Yên ,4,Xây dựng ,Phú Yên: Làm rõ Công ty Việt Phát Đạt khai thác cát trái phép. ,https://baoxaydung.com.vn/phu-yen-lam-ro-cong-ty-viet-phat-dat-khai-thac-cat-trai-phep-365706.html,Đoàn Thanh tra phát hiện doanh nghiệp này có dấu hiệu khai thác khoáng sản (cát) trái phép nằm ngoài phạm vi cấp phép
5/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Hải Dương ,4,Đại Đoàn Kết ,Hải Dương: Đóng cửa mỏ khoáng sản đá vôi tại thị xã Kinh Môn.,https://daidoanket.vn/hai-duong-dong-cua-mo-khoang-san-da-voi-tai-thi-xa-kinh-mon-10268047.html,"UBND tỉnh Hải Dương vừa phê duyệt đề án đóng cửa mỏ khoáng sản đá vôi làm vật liệu xây dựng thông thường tại mỏ Bắc Tân Sơn, phường Minh Tân, thị xã Kinh Môn "
5/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Quảng Ninh,2,Công Thương ,"Quảng Ninh: Tự ý đắp bờ, ngăn suối để khai thác loại khoảng sản lạ",https://congthuong.vn/quang-ninh-tu-y-dap-bo-ngan-suoi-de-khai-thac-loai-khoang-san-la-289823.html,"ở phường Mông Dương, TP. Cẩm Phả, tỉnh Quảng Ninh: Tự ý đắp bờ, ngăn suối để khai thác loại khoảng sản lạ lạ có màu đen"
5/12/2023,biển - hải đảo,"kiến nghị, xử lý","Quảng Ninh, Khánh Hòa, Ninh Thuận",2,Quảng Ninh ,Nghề nuôi biển: Nhiều rào cản phải tháo gỡ.,https://vneconomy.vn/nghe-nuoi-bien-nhieu-rao-can-phai-thao-go.htm,tại nhiều địa phương người dân nuôi trồng hải sản nhưng chưa được giao mặt biển theo quy định của pháp luật
5/12/2023,biển - hải đảo,"thực trạng, sai phạm",Hải Phòng,4,Nông nghiệp Việt Nam ,Trồng phục hồi thành công san hô cứng ở Cát Bà và Bạch Long Vĩ. ,https://nongnghiep.vn/trong-phuc-hoi-thanh-cong-san-ho-cung-o-cat-ba-va-bach-long-vi-d370372.html,Viện Nghiên cứu Hải sản đã trồng phục hồi thành công các rạn san hô cứng tại Vườn Quốc gia Cát Bà và khu bảo tồn Bạch Long Vĩ bằng phương pháp tách mảnh nhỏ.
5/12/2023,KTTV -BĐKH,thông tin khác ,toàn quốc,4,Chính phủ,Tìm giải pháp dẫn nguồn vốn lớn cho tín dụng xanh ,https://baochinhphu.vn/tim-giai-phap-dan-nguon-von-lon-cho-tin-dung-xanh-102231204174430233.htm,"Hội thảo ""Dẫn nguồn vốn lớn cho tín dụng xanh"" do Báo Đầu tư tổ chức "
5/12/2023,KTTV -BĐKH,thông tin khác ,toàn quốc,4,Đại biểu nhân dân,Khó đạt Net Zero nếu tín dụng xanh chỉ tập trung cho ngành “xanh”. ,https://daibieunhandan.vn/kinh-te-xa-hoi/kho-dat-net-zero-neu-tin-dung-xanh-chi-tap-trung-cho-nganh-xanh-i352732/,"Hội thảo ""Dẫn nguồn vốn lớn cho tín dụng xanh"" do Báo Đầu tư tổ chức "
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Báo TN&MT,UNDP luôn là đối tác tin cậy của Bộ Tài nguyên và Môi trường.,https://baotainguyenmoitruong.vn/undp-luon-la-doi-tac-tin-cay-cua-bo-tai-nguyen-va-moi-truong-366638.html,"hoạt động của Bộ TN&MT tại COP 28, "
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Báo TN&MT,Thúc đẩy hợp tác toàn diện về môi trường và khí hậu.,https://baotainguyenmoitruong.vn/canada-viet-nam-thuc-day-hop-tac-toan-dien-ve-moi-truong-va-khi-hau-366656.html,"hoạt động của Bộ TN&MT tại COP 28, "
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Báo TN&MT,Việt Nam tham gia Cam kết làm mát toàn cầu,https://baotainguyenmoitruong.vn/cop-28-viet-nam-tham-gia-cam-ket-lam-mat-toan-cau-367657.html,"hoạt động của Bộ TN&MT tại COP 28, "
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Báo TN&MT,Việt Nam chia sẻ tiến độ tiến độ xây dựng chính sách giảm phát thải. ,https://baotainguyenmoitruong.vn/su-kien-ben-le-cop28-viet-nam-chia-se-tien-do-tien-do-xay-dung-chinh-sach-giam-phat-thai-366653.html,"hoạt động của Bộ TN&MT tại COP 28, "
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Vneconomy,"Nhóm đối tác quốc tế thông qua kế hoạch huy động 15,5 tỷ USD hỗ trợ Việt Nam chuyển đổi năng lượng.",https://vneconomy.vn/nhom-doi-tac-quoc-te-thong-qua-ke-hoach-huy-dong-15-5-ty-usd-ho-tro-viet-nam-chuyen-doi-nang-luong.htm,"Nhóm đối tác quốc tế (IPG) gồm Liên minh châu Âu (EU), Vương quốc Anh và Bắc Ireland, Hoa Kỳ, Nhật Bản, Đức, Pháp, Ý, Canada, Đan Mạch và Na Uy đã thông qua kế hoạch huy động nguồn lực 15,5 tỷ USD trong vòng 3 - 5 năm tới để giải quyết nhu cầu cấp bách, mang tính xúc tác cho chuyển đổi năng lượng công bằng của Việt Nam"
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Tin tức,Chuỗi sự kiện Lộ trình Lương thực và Nông nghiệp ASEAN đồng hành với COP28. ,https://baotintuc.vn/kinh-te/chuoi-su-kien-lo-trinh-luong-thuc-va-nong-nghiep-asean-dong-hanh-voi-cop28-20231205172505553.htm,"Chuỗi sự kiện “Lộ trình Lương thực và Nông nghiệp ASEAN hướng tới COP28” bao gồm các cuộc đối thoại giữa các bên liên quan trong chuỗi giá trị thực phẩm của quốc gia và khu vực do Hội đồng Kinh doanh Canada - ASEAN (CABC), Hội đồng Kinh doanh châu Âu-ASEAN (EU-ABC), Hội đồng Kinh doanh Hoa Kỳ - ASEAN (US-ABC) và Hiệp hội CropLife châu Á tổ chức"
6/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Kinh tế & Đô thị, Diễn đàn doanh nghiệp ","Việt Nam, Đan Mạch và những gặt hái hứa hẹn từ COP 28.",https://kinhtedothi.vn/viet-nam-dan-mach-va-nhung-gat-hai-hua-hen-tu-cop-28.html,Việt Nam và Đan Mạch sẽ tiếp tục hợp tác để đạt được các mục tiêu khí hậu toàn cầu đầy tham vọng cũng như đẩy mạnh các chương trình hợp tác hiện tại trong các lĩnh vực khác nhau hướng tới mục tiêu chuyển đổi xanh 
6/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,meeyland.com,Sửa Luật Đất đai: Mục đích tối cao của phát triển là “vì ai” chứ không phải “bằng cách nào”.,https://meeyland.com/tin-tuc/sua-luat-dat-dai-muc-dich-toi-cao-cua-phat-trien-la-vi-ai-chu-khong-phai-bang-cach-nao-383194261,"Luật sư Nguyễn Tiến Lập, Trọng tài viên Trung tâm trọng tài quốc tế Việt Nam"
6/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Đại đoàn kết,Rõ điều kiện để “áp” phương pháp định giá đất.,https://daidoanket.vn/ro-dieu-kien-de-ap-phuong-phap-dinh-gia-dat-10268180.html,Ông Lê Minh Nam - Uỷ viên Thường trực Uỷ ban Tài chính ngân sách của Quốc hội 
6/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,4,Quảng Nam,Phó Chủ tịch Quốc hội Nguyễn Đức Hải tiếp xúc cử tri huyện Núi Thành,https://baoquangnam.vn/xa-hoi/pho-chu-tich-quoc-hoi-nguyen-duc-hai-tiep-xuc-cu-tri-huyen-nui-thanh-152530.html,Phó Chủ tịch Quốc hội Nguyễn Đức Hải tiếp xúc cử tri huyện Núi Thành (tỉnh Quảng Nam
6/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,2,(quochoitv.vn,Nhiều vướng mắc đất đai tại Quảng Nam chưa được giải quyết triệt để ,https://www.quochoitv.vn/nhieu-vuong-mac-dat-dai-tai-quang-nam-chua-duoc-giai-quyet-triet-de-201483.htm,Phó Chủ tịch Quốc hội Nguyễn Đức Hải tiếp xúc cử tri huyện Núi Thành (tỉnh Quảng Nam
6/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,4,VOV,"Tháo gỡ “điểm nghẽn” trong bồi thường, giải phóng mặt bằng, tái định cư ",https://vov.vn/xa-hoi/thao-go-diem-nghen-trong-boi-thuong-giai-phong-mat-bang-tai-dinh-cu-post1063631.vov,Phó Chủ tịch Quốc hội Nguyễn Đức Hải tiếp xúc cử tri huyện Núi Thành (tỉnh Quảng Nam
6/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,4,Quảng Nam,Quốc hội tiếp tục lắng nghe ý kiến người dân để hoàn chỉnh Luật Đất đai,https://baoquangnam.vn/xa-hoi/quoc-hoi-tiep-tuc-lang-nghe-y-kien-nguoi-dan-de-hoan-chinh-luat-dat-dai-152539.html,Phó Chủ tịch Quốc hội Nguyễn Đức Hải tiếp xúc cử tri huyện Núi Thành (tỉnh Quảng Nam
6/12/2023,đất đai,"thực trạng, sai phạm",TPHCM,4,Trang tin Thành ủy Tp HCM,Cử tri rất quan tâm tiến độ xây dựng Luật đất đai (sửa đổi),https://hcmcpv.org.vn/tin-tuc/cu-tri-rat-quan-tam-tien-do-xay-dung-luat-dat-dai-sua-doi-1491916794,các Đại biểu Quốc hội (ĐBQH) TPHCM tiếp xúc cử tri
6/12/2023,đất đai,"thực trạng, sai phạm",TPHCM,4,Tiền phong,"Cử tri TPHCM lo lắng lương thưởng cuối năm, tình trạng ngập do triều cường (Tiền phong",https://tienphong.vn/cu-tri-tphcm-lo-lang-luong-thuong-cuoi-nam-tinh-trang-ngap-do-trieu-cuong-post1592832.tpo,các Đại biểu Quốc hội (ĐBQH) TPHCM tiếp xúc cử tri
6/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai ,2,Pháp luật TP.HCM,"Những vấn đề 'nóng' cử tri Đồng Nai quan tâm là giao thông, quy hoạch đất đai, xây dựng ",https://plo.vn/nhung-van-de-nong-cu-tri-dong-nai-quan-tam-la-giao-thong-quy-hoach-dat-dai-xay-dung-post765093.html,HĐND tỉnh Đồng Nai tổ chức họp báo cung cấp thông tin cho báo chí trước kỳ họp thứ 14 
6/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai ,2,Pháp luật TP.HCM,-Cử tri phản ánh: Quy định tách thửa đất ở Đồng Nai chưa quan tâm đến hộ nghèo,https://plo.vn/cu-tri-phan-anh-quy-dinh-tach-thua-dat-o-dong-nai-chua-quan-tam-den-ho-ngheo-post765117.html,"nhiều cử tri phản ảnh quy định tách thửa hiện nay chưa phù hợp với thực tế, gây khó khăn cho những người dân có đất nông nghiệp ở nông thôn"
6/12/2023,đất đai,"thực trạng, sai phạm",Khánh Hoà ,4,quochoitv.vn,Vấn đề đất đai được nhiều cử tri Khánh Hòa quan tâm ,https://www.quochoitv.vn/van-de-dat-dai-duoc-nhieu-cu-tri-khanh-hoa-quan-tam-201358.htm,đoàn đại biểu Quốc hội tỉnh Khánh Hoà đã tổ chức hội nghị tiếp xúc cử tri tại thành phố Cam Ranh
6/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Vneconomy,"Năm 2024: Dự toán thu ngân sách nhà nước khoảng 1,7 triệu tỷ đồng, tăng thu từ đất cao hơn 50%. ",https://vneconomy.vn/nam-2024-du-toan-thu-ngan-sach-nha-nuoc-khoang-1-7-trieu-ty-dong-tang-thu-tu-dat-cao-hon-50.htm,Quốc hội giao dự toán ngân sách nhà nước năm 2024 
6/12/2023,đất đai,"chính sách, quản lý",Khánh Hòa ,4,Đầu tư,Khánh Hòa mời tư vấn xác định giá đất cụ thể cho 10 dự án. ,https://baodautu.vn/batdongsan/khanh-hoa-moi-tu-van-xac-dinh-gia-dat-cu-the-cho-10-du-an-d204446.html,Sở TN&MT tỉnh Khánh Hòa đang tổ chức lựa chọn nhà thầu thực hiện xác định giá đất cụ thể đối với 10 dự án trên địa bàn tỉnh Khánh Hòa.
6/12/2023,đất đai,"chính sách, quản lý",Thái Nguyên ,4,Xây dựng,Thái Nguyên: Chuyển hơn 37ha rừng để thực hiện 4 dự án. ,https://baoxaydung.com.vn/thai-nguyen-chuyen-hon-37ha-rung-de-thuc-hien-4-du-an-365859.html,", HĐND tỉnh Thái Nguyên khoá XIV xem xét thông qua quyết định chủ trương chuyển mục đích sử dụng đối với 37,10ha rừng sản xuất là rừng trồng để thực hiện 4 dự án đã và đang triển khai."
6/12/2023,đất đai,"chính sách, quản lý",Đồng Nai ,4,VietNamPlus ,"Bồi thường, hỗ trợ người dân nhường đất phục vụ Cao tốc Biên Hòa-Vũng Tàu.",https://www.vietnamplus.vn/boi-thuong-ho-tro-nguoi-dan-nhuong-dat-phuc-vu-cao-toc-bien-hoa-vung-tau-post911819.vnp,"ông Nguyễn Hồng Quế, Phó Giám đốc Ban Quản lý dự án bồi thường, giải phóng mặt bằng và hỗ trợ tái định cư tỉnh Đồng Nai (Ban Giải phóng mặt bằng), cho biết đang lập phương án bồi thường, hỗ trợ với số tiền hơn 100 tỷ đồng cho gần 80 hộ "
6/12/2023,đất đai,"chính sách, quản lý",Thừa Thiên - Huế ,4,Xây dựng ,"Thừa Thiên – Huế: Tổ chức đấu giá đất “vàng” để xây dựng tổ hợp thương mại, khách sạn cao cấp.",https://baoxaydung.com.vn/thua-thien-hue-to-chuc-dau-gia-dat-vang-de-xay-dung-to-hop-thuong-mai-khach-san-cao-cap-365876.html,"Trung tâm Phát triển quỹ đất, Sở Tài nguyên và Môi trường tỉnh Thừa Thiên - Huế phối hợp với đơn vị đầu giá tổ chức đấu giá cho thuê quyền sử dụng khu đất số 8 -10 Phan Bội Châu, số 19 Nguyễn Huệ và số 5, đường Lê Lợi (thành phố Huế) đầu tư Dự án tổ hợp thương mại, dịch vụ, khách sạn cao cấp"
6/12/2023,đất đai,"chính sách, quản lý",TP.HCM,4,Pháp luật TP.HCM ,Tân Bình chi trả tiền hỗ trợ cho các hộ dân bị ảnh hưởng bởi dự án xây dựng cụm trường học,https://plo.vn/tan-binh-chi-tra-tien-ho-tro-cho-cac-ho-dan-bi-anh-huong-boi-du-an-xay-dung-cum-truong-hoc-post765161.html,UBND quận Tân Bình (TP.HCM) bắt đầu chi trả tiền hỗ trợ cho các hộ gia đình bị ảnh hưởng bởi dự án xây dựng cụm trường học tại khu đất công trình công cộng phường 6.
6/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,2,Truyền hình Quốc hội ,"Hà Nội - Nóng tình trạng chiếm đất công, đất nông nghiệp tại huyện Hoài Đức",https://quochoitv.vn/amp/alo-cu-tri-ha-noi-nong-tinh-trang-chiem-dat-cong-dat-nong-nghiep-201336.htm,"Nóng tình trạng chiếm đất công, đất nông nghiệp tại huyện Hoài Đức"
6/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,4,Truyền hình Quốc hội ,Hàng trăm hộ dân ở Hà Nội kiến nghị chuyển đổi mục đích sử dụng đất. ,https://quochoitv.vn/alo-cu-tri-hang-tram-ho-dan-o-ha-noi-kien-nghi-chuyen-doi-muc-dich-su-dung-dat-201176.htm,UBND huyện Đan Phượng yêu cầu các hộ dân phải phục hồi lại nguyên trạng theo hướng sản xuất vườn ao chuồng
6/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai ,2,Đại biểu nhân dân ,Đồng Nai: Gần 30.000 hộ dân đã bị thu hồi đất nhưng chưa được bố trí tái định cư,https://daibieunhandan.vn/dia-phuong/dong-nai-gan-30-000-ho-dan-da-bi-thu-hoi-dat-nhung-chua-duoc-bo-tri-tai-dinh-cu--i353038/,Kỳ họp thứ 14 HĐND tỉnh Đồng Nai khoá X (nhiệm kỳ 2021 – 2026) đã thảo luận về vấn đề  Đồng Nai: Gần 30.000 hộ dân đã bị thu hồi đất nhưng chưa được bố trí tái định cư
6/12/2023,đất đai,"thực trạng, sai phạm",Đồng Nai ,2,Đại đoàn kết,"Phân lô, tách thửa thành chủ đề ‘nóng’ trước kỳ họp HĐND tỉnh Đồng Nai.",https://daidoanket.vn/phan-lo-tach-thua-thanh-chu-de-nong-truoc-ky-hop-hdnd-tinh-dong-nai-10268167.html,Kỳ họp thứ 14 HĐND tỉnh Đồng Nai khoá X (nhiệm kỳ 2021 – 2026) đã thảo luận về vấn đề  Đồng Nai: Gần 30.000 hộ dân đã bị thu hồi đất nhưng chưa được bố trí tái định cư
6/12/2023,đất đai,"kiến nghị, xử lý",Thanh Hóa ,2,Tin tức ,Cần sớm giải quyết tình trạng người dân thiếu đất sản xuất.,https://baotintuc.vn/cong-dong/can-som-giai-quyet-tinh-trang-nguoi-dan-thieu-dat-san-xuat-20231205183702144.htm,"Thanh Hóa hiện có 10 công ty nông, lâm nghiệp đang sử dụng đất nông nghiệp, lâm nghiệp và các loại đất khác. Đáng lưu ý, nhiều năm qua, các nông, lâm trường được giao sử dụng diện tích đất đai rất lớn nhưng nhiều đơn vị lại quản lý không hiệu quả hoặc chuyển nhượng sai quy định"
6/12/2023,đất đai,"thực trạng, sai phạm",TP.HCM ,2,Pháp luật TP.HCM ,Chuyển hồ sơ vụ bán 10 lô đất của Công ty CP phát triển và kinh doanh Nhà cho công an điều tra. ,https://plo.vn/chuyen-ho-so-vu-ban-10-lo-dat-cua-cong-ty-cp-phat-trien-va-kinh-doanh-nha-cho-cong-an-dieu-tra-post765022.html,Chủ tịch UBND TP.HCM chỉ đạo Thanh tra TP Chuyển hồ sơ vụ bán 10 lô đất của Công ty CP phát triển và kinh doanh Nhà cho công an điều tra
6/12/2023,đất đai,"thực trạng, sai phạm",ủy Đà Nẵng,2,"Tuổi trẻ, ",Đất vàng Đà Nẵng đóng băng do liên quan đến đại án.,https://tuoitre.vn/dat-vang-da-nang-dong-bang-do-lien-quan-den-dai-an-20231205202147923.htm, Chủ tịch nước Võ Văn Thưởng tiếp xúc cử tri tại Đà Nẵng
6/12/2023,đất đai,"thực trạng, sai phạm",TP.HCM ,2,Đại biểu nhân dân ,"TP. Hồ Chí Minh: Nhiều người mua đất tại huyện Hóc Môn nhưng ""sổ đỏ"" lại cấp cho người khác.",https://daibieunhandan.vn/bat-dong-san/tp-ho-chi-minh-nhieu-nguoi-mua-dat-tai-huyen-hoc-mon-nhung-so-do-lai-cap-cho-nguoi-khac-i352746/,"10 hộ dân mua 31 lô đất tại một dự án ở xã Xuân Thới Đông, huyện Hóc Môn, TP.HCM cho biết đất họ mua lại được cấp giấy chứng nhận quyền sử dụng đất cho người khác. "
6/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,4,Dân Việt ,"Cương quyết xử lý nghiêm các dự án chậm tiến độ,",https://danviet.vn/quang-nam-cuong-quyet-xu-ly-nghiem-cac-du-an-cham-tien-do-20231206083549653.htm,"tin tại kỳ họp thứ 18, HĐND tỉnh Quảng Nam khóa X, nhiệm kỳ 2021-2026, ông Lê Trí Thanh - Chủ tịch UBND tỉnh Quảng Nam nhấn mạnh, thời gian tới sẽ tăng cường quản lý chặt chẽ đất đai"
6/12/2023,đất đai,"kiến nghị, xử lý",Hà Nội,2,Hà Nội mới ,Vi phạm đất đai trên địa bàn huyện Đông Anh: Cần sớm xử lý dứt điểm.,https://hanoimoi.vn/vi-pham-dat-dai-tren-dia-ban-huyen-dong-anh-can-som-xu-ly-dut-diem-651116.html,"hàng nghìn héc ta đất nông nghiệp trên địa bàn huyện Đông Anh đang bị các tổ chức, cá nhân tự ý chuyển đổi mục đích sử dụng"
6/12/2023,nước,"chính sách, quản lý",toàn quốc,4,Phụ nữ Việt Nam. ,Hội thảo Mạng lưới Chuyên gia trẻ ngành nước 2023: Giải quyết thách thức về tài nguyên nước.,https://phunuvietnam.vn/hoi-thao-mang-luoi-chuyen-gia-tre-nganh-nuoc-2023-giai-quyet-thach-thuc-tai-nguyen-nuoc-viet-nam-20231205164118089.htm,"Cục Quản lý tài nguyên nước (Bộ Tài nguyên và Môi trường) phối hợp với Bộ Ngoại giao và Thương mại Australia, Cơ quan hợp tác ngành nước của Australia tổ chức Hội thảo Mạng lưới Chuyên gia trẻ ngành nước 2023: Giải quyết thách thức về tài nguyên nước"
6/12/2023,nước,"chính sách, quản lý",toàn quốc,4,TN&MT,"Cục Quản lý tài nguyên nước (Bộ Tài nguyên và Môi trường) phối hợp với Bộ Ngoại giao và Thương mại Australia, Cơ quan hợp tác ngành nước của Australia tổ chức Hội thảo Mạng lưới Chuyên gia trẻ ngành nước 2023: Giải quyết thách thức về tài nguyên nước",https://phunuvietnam.vn/hoi-thao-mang-luoi-chuyen-gia-tre-nganh-nuoc-2023-giai-quyet-thach-thuc-tai-nguyen-nuoc-viet-nam-20231205164118089.htm,"Cục Quản lý tài nguyên nước (Bộ Tài nguyên và Môi trường) phối hợp với Bộ Ngoại giao và Thương mại Australia, Cơ quan hợp tác ngành nước của Australia tổ chức Hội thảo Mạng lưới Chuyên gia trẻ ngành nước 2023: Giải quyết thách thức về tài nguyên nước"
6/12/2023,nước,"chính sách, quản lý",toàn quốc,4,Quân đội nhân dân,Giải quyết thách thức tài nguyên nước Việt Nam,https://www.qdnd.vn/xa-hoi/tin-tuc/giai-quyet-cac-thach-thuc-tai-nguyen-nuoc-tai-viet-nam-754267,"Cục Quản lý tài nguyên nước (Bộ Tài nguyên và Môi trường) phối hợp với Bộ Ngoại giao và Thương mại Australia, Cơ quan hợp tác ngành nước của Australia tổ chức Hội thảo Mạng lưới Chuyên gia trẻ ngành nước 2023: Giải quyết thách thức về tài nguyên nước"
6/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Công Thương ,về Giải quyết “bài toán” quản lý chất thải rắn sinh hoạt,https://congthuong.vn/giai-quyet-bai-toan-quan-ly-chat-thai-ran-sinh-hoat-290023.html,"TS. Tạ Đình Thi - Phó Chủ nhiệm Ủy ban Khoa học, Công nghệ và Môi trường của Quốc hội "
6/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Nhân Dân,"Đồng bộ quy trình phân loại, xử lý rác từ đầu đến cuối. ",https://nhandan.vn/dong-bo-quy-trinh-phan-loai-xu-ly-rac-tu-dau-den-cuoi-post786046.html,"qua công tác kiểm tra giám sát hoạt động các trạm trung chuyển trên địa bàn TP Thủ Đức và các quận, huyện, Sở TN&MT TP.HCM nhận thấy còn có một số trường hợp TTC chưa đăng ký hồ sơ môi trường"
6/12/2023,môi trường,"chính sách, quản lý",TP.HCM ,4,Pháp luật TP.HCM ,TP.HCM lắp camera giám sát trên xe thu gom rác.,https://plo.vn/tphcm-lap-camera-giam-sat-tren-xe-thu-gom-rac-post765165.amp,"qua công tác kiểm tra giám sát hoạt động các trạm trung chuyển trên địa bàn TP Thủ Đức và các quận, huyện, Sở TN&MT TP.HCM nhận thấy còn có một số trường hợp TTC chưa đăng ký hồ sơ môi trường"
6/12/2023,môi trường,"kiến nghị, xử lý",toàn quốc,4,VietnamPlus ,Tổ chức quốc tế kiến nghị Việt Nam quyết liệt ngăn tội phạm buôn lậu thú rừng.,https://www.vietnamplus.vn/to-chuc-quoc-te-kien-nghi-viet-nam-quyet-liet-ngan-toi-pham-buon-lau-thu-rung-post911784.vnp,"Tổ chức Quốc tế về Bảo tồn Thiên nhiên tại Việt Nam (WWF-Việt Nam) đề xuất Việt Nam cần tăng cường hợp tác điều tra, truy vết tội phạm động vật hoang dã giữa các nước về bắt giữ và xử lý đối tượng cầm đầu các đường dây tuồn lậu thú rừng qua các cửa khẩu."
6/12/2023,môi trường,"chính sách, quản lý",Quảng Bình ,4,Đại biểu nhân dân,Quảng Bình: Đẩy nhanh tiến độ dự án môi trường bền vững sử dụng vốn của WB. ,https://daibieunhandan.vn/tren-duong-phat-trien-1/quang-binh-day-nhanh-tien-do-du-an-moi-truong-ben-vung-su-dung-von-cua-wb-i352748/,"Phó Chủ tịch UBND tỉnh Quảng Bình Phan Mạnh Hùng, đến nay, các khó khăn, vướng mắc trong quá trình thực hiện Dự án Môi trường bền vững các thành phố duyên hải - Tiểu dự án TP"
6/12/2023,môi trường,"chính sách, quản lý",Bình Định ,4,Thanh niên,Vụ bùn nạo vét làm nghẽn sông ở Bình Định: Chốt thời hạn khắc phục.,https://thanhnien.vn/vu-bun-nao-vet-lam-nghen-song-o-binh-dinh-chot-thoi-han-khac-phuc-185231205153754511.htm,UBND tỉnh Bình Định và Sở TN&MT yêu cầu Công ty CP cảng Quy Nhơn và Công ty TNHH Phú Gia Riverside khẩn trương phối hợp thực hiện việc nạo vét toàn bộ lượng bùn hiện bồi lắng tại trục tiêu thoát lũ từ hạ lưu đập tràn Quy Nhơn 3 
6/12/2023,môi trường,"thực trạng, sai phạm",Hà Nội ,2,VOV,Người dân Hà Nội loay hoay sống chung với ô nhiễm không khí.,https://vov.vn/xa-hoi/nguoi-dan-ha-noi-loay-hoay-song-chung-voi-o-nhiem-khong-khi-post1063720.vov,", tuần qua thủ đô Hà Nội liên tục đứng trong bảng xếp hạng các thành phố không khí ô nhiễm nhất thế giới theo AirVisual"
